sale_order_id,delivery_date,delivery_time,load_weight_in_kg,partner_id,display_name,alamat,zip,partner_latitude,partner_longitude,kota,kecamatan,kelurahan,is_priority
157394,2025-10-08T04:00:00,04:00-05:00,48.65,7083,Baku Sayang Senopati,"Jl. Ciranjang No.11,",12180,-6.23762,106.81096,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,false
157395,2025-10-08T04:00:00,04:00-05:00,28.25,5954,Baku Sayang Pesanggrahan Restaurant,"Jl. Pesanggrahan No.27, RT.1/RW.6,",11610,-6.19462,106.75557,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,false
157388,2025-10-08T04:00:00,04:00-05:00,19.0,7540,Tjin Tjay,"Jl. Pluit Sakti No.31A,",14450,-6.12221,106.79025,JAKARTA UTARA,PENJARINGAN,PLUIT,false
157345,2025-10-08T04:00:00,04:00-05:00,9.5,6587,Bu Lely,Jl. Pringgodani No.15 RT.13/RW.03 Pondok Labu,,-6.31325,106.80804,JAKARTA SELATAN,CILANDAK,,false
157382,2025-10-08T04:00:00,04:00-05:00,23.5,5804,Bintaro Omah Kulina,"Jl. Elang Raya B9/R9 Bintaro, Jl. Titihan,",15229,-6.28525,106.70274,TANGERANG SELATAN,PONDOK AREN,PONDOK PUCUNG,false
157391,2025-10-08T04:00:00,04:00-05:00,10.25,5962,Sentosa Kuliner (Baku Sayang Restaurant),"Jl. Pesanggrahan No.27, RT.1/RW.6,",11610,-6.19462,106.75557,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,false
157357,2025-10-08T04:00:00,04:00-05:00,24.25,8627,Eli Ayam Goreng Bandung,"Jl. Haji Sarmah No. 8,",15227,-6.27509,106.70324,TANGERANG SELATAN,PONDOK AREN,PERIGI LAMA,false
157427,2025-10-08T04:00:00,04:00-05:00,14.0,7909,Dapur Ci Mey Menteng,"Jl. HOS. Cokroaminoto No.65, RT.6/RW.4",10350,-6.19333,106.82905,JAKARTA PUSAT,MENTENG,GONDANGDIA,false
157333,2025-10-08T04:00:00,04:00-05:00,26.0,8019,Roastchick,Perumahan Buana Gardenia Blok E3/27 Kec. Pinang,15144,-6.21936,106.68162,TANGERANG,TANGERANG,,false
157321,2025-10-08T04:00:00,04:00-05:00,10.0,7406,Warteg Aliana Putri,Jl. Baru Rt.06/Rw.09 (patokan gang baru martabak orin),15310,-6.28910,106.66723,TANGERANG SELATAN,SERPONG,LENGKONG GUDANG,false
157379,2025-10-08T04:00:00,04:00-05:00,20.0,5308,Omah Kulina,Ruko Griyaloka Blok RF1 No. 21,15318,-6.30537,106.68142,TANGERANG,SERPONG,RAWA BUNTU,false
157434,2025-10-08T04:00:00,04:00-05:00,11.0,6525,Delinca’s Kitchen,"Golf lake residence, Jl. Victoria Hills 1 No.88",11730,-6.13115,106.73119,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,false
157433,2025-10-08T04:00:00,04:00-05:00,13.25,4911,Dapur Bunda,"Jl. Bambu II No.170, RT.8, RT.8/RW.6 (patokan depan masjid Al Afiyah)",11630,-6.19411,106.76138,JAKARTA BARAT,KEMBANGAN,SRENGSENG,false
157425,2025-10-08T04:00:00,04:00-05:00,8.0,5387,Nyah Slamet,"Jl. Soka No.11, RT.9/RW.4",15310,-6.29737,106.68291,TANGERANG SELATAN,SERPONG,RAWA BUNTU,false
157323,2025-10-08T04:00:00,04:00-05:00,19.0,6578,Warteg Berkah Saluyu 2,Jl. Ki Hajar Dewantara RT.01/RW.05(patokan depan Dan Dan Gang Nurul Huda),15411,-6.30673,106.74767,TANGERANG SELATAN,CIPUTAT,CIPUTAT,false
157392,2025-10-08T04:00:00,04:00-05:00,13.75,6668,HANGTUAH,"Jl jembatan III Rt01/022 No.46, Rawa Sengon,( Patokan : Pangkalan Kontener )",,-6.14298,106.90294,JAKARTA UTARA,KELAPA GADING,,false
157372,2025-10-08T04:00:00,04:00-05:00,36.0,6542,Nasi Uduk Dan Ayam Goreng Lahap,"Jl. Tanjung Duren Raya No.66, RT.1/RW.4",11470,-6.17384,106.78304,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,false
157424,2025-10-08T04:00:00,04:00-05:00,19.5,8559,Central Kitchen Dapur Ci Mey,"Jl.Bisma 14 Blok C 13 / 6 RT.11/RW.9, (Sebrang TK Tunas Bangsa Gerbang Ijo)",14340,-6.13019,106.86922,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,false
157363,2025-10-08T04:00:00,04:00-05:00,15.0,8552,Apartment West Vista - Kedai Oma,"Apartment West Vista (Patokan depan lapangan tenis, dari pintu masuk parkir lurus dikit ada di sebelah kiri) Jl. Lkr. Luar Barat No.8, RT.9/RW.6,",11750,-6.15791,106.72670,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,false
157342,2025-10-08T04:00:00,04:00-05:00,11.0,6378,Ayam Bakar Assalam,Jl. Masjid Darussalam No.6 Rt.02/Rw.02 patokan dekat Masjid Darussalam,15151,-6.23466,106.70989,TANGERANG,CILEDUG,SUDIMARA JAYA,false
157408,2025-10-08T04:00:00,04:00-05:00,21.0,6105,Catering Dapur Umi,Villa Bintaro Regency Jl. Sumatra Blok A1/16,,-6.26797,106.70377,TANGERANG,,PONDOK AREN,false
157436,2025-10-08T04:00:00,04:00-05:00,29.75,7451,Finny Catering,"Jl. Emesde B No.10, RT.1/RW.1",12410,-6.27283,106.81261,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,false
157413,2025-10-08T05:00:00,05:00-06:00,211.1,6233,Sop Jando Kawanua,"Rukan Golf Island, Blok E. 7, Jl. Pantai Indah Kapuk",14460,-6.08782,106.74294,JAKARTA UTARA,,,false
157358,2025-10-08T05:00:00,05:00-06:00,33.75,7390,Warung Maju Mapan,Pantai Indah kapuk 2,15214,-6.05713,106.68033,TANGERANG,TELUKNAGA,TELUK NAGA,false
